@relation credit-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N8-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute class {approve,deny}

@data
-106.088112,857.936727,59.461304,789.815168,796.743371,8.227241,-119.511506,791.547219,deny
-633.211794,259.521833,46.479583,204.165489,206.330552,19.77136,-649.519053,209.578148,deny
-11.691343,321.156861,44.028732,273.447521,273.880534,3.897114,-19.052559,277.128129,deny
3.74989,39.55138,39.55138,-3.897114,2.165064,-1.446262,1.732051,0,approve
0,42.573809,46.03791,0,1.732051,1.732051,-1.732051,0,approve
1.732051,313.206748,34.346568,274.244265,273.083791,0,-3.464102,278.86018,deny
-0.363731,315.874106,38.745977,274.244265,276.547892,3.100371,-3.464102,277.128129,deny
22.51666,202.216932,61.920816,133.220688,140.44334,20.78461,0,140.296115,deny
13.570618,51.675736,49.943685,-2.017839,-1.446262,13.570618,-3.464102,0,deny
-1722.455246,68.623853,66.891802,-3.464102,-5.196152,2.667358,-1733.782858,0,deny
25.980762,468.086731,74.911197,395.77361,394.041559,20.78461,-1.732051,396.639635,deny
-5.776389,417.848597,36.797419,378.167313,382.202991,1.151814,-10.392305,377.587076,deny
-1395.599938,253.173867,43.595719,205.681033,204.815008,2.165064,-1402.961154,206.114046,deny
-181.36304,518.818499,47.700679,470.901313,471.334326,0.502295,-188.793538,464.189616,deny
7.794229,203.082957,69.715045,128.17176,128.17176,0.866025,-1.732051,129.903811,deny
5.481941,267.749074,58.170926,206.114046,206.114046,2.017839,-1.732051,209.578148,deny
-3.966396,459.790207,44.098014,415.259181,414.393156,1.229756,-8.660254,408.763991,deny
-1008.988877,312.860337,35.732208,275.46536,275.326796,4.260845,-1016.713824,271.931977,deny
0.866025,296.908149,68.277443,220.836478,224.30058,0.866025,-1.732051,223.434554,deny
-587.884025,192.404864,52.108749,133.731643,136.468283,18.333758,-607.949833,138.564065,deny
8.010735,232.449879,57.512747,169.307966,170.173992,8.010735,-1.732051,171.47303,deny
3.031089,464.761193,64.657457,395.77361,399.237711,1.299038,-3.464102,398.371686,deny
-338.18292,467.515154,65.679367,395.77361,402.701813,4.76314,-349.874263,400.103737,deny
-242.0541,407.759401,61.34924,338.615933,350.740289,5.629165,-247.683265,344.678111,deny
-0.433013,611.985512,54.265152,544.729979,558.586385,3.031089,-1.732051,554.256258,deny
15.588457,104.789074,104.789074,-5.196152,5.196152,13.856406,-1.732051,-1.732051,deny
-4.468691,598.579439,61.643688,534.701405,533.973943,0.727461,-5.196152,533.471649,deny
-861.409488,71.005423,72.737474,-2.017839,-3.178313,6.347966,-871.221556,-3.464102,deny
-591.495351,52.533101,50.80105,-2.017839,-1.446262,14.722432,-607.949833,-1.732051,deny
17.320508,60.760342,59.028292,-3.897114,-3.031089,17.320508,-1.732051,-1.732051,deny
4.044339,633.783371,46.618147,584.567148,593.227402,0.580237,-3.464102,587.165224,deny
-334.718819,69.143468,67.411417,-3.464102,-3.464102,4.76314,-348.142212,-12.124356,deny
6.495191,264.709325,91.504244,169.740979,171.47303,6.495191,-6.928203,173.205081,deny
-260.45714,44.089353,42.357302,-1.948557,-3.247595,13.206887,-278.86018,-3.464102,deny
2.450852,290.837311,41.421995,245.370978,249.995553,0.718801,-1.732051,247.683265,deny
-96.12882,232.094808,57.157677,168.874954,170.607005,19.918584,-117.779455,171.47303,deny
-14.150855,392.153623,44.011411,343.95931,343.664861,1.437602,-20.78461,342.94606,deny
10.392305,45.171885,41.707783,-3.464102,-1.732051,6.928203,-1.732051,0,deny
-27.2798,770.624045,50.090909,718.29879,722.767481,5.629165,-36.373067,717.069034,deny
-670.8839,73.759384,72.027333,-3.897114,-1.299038,4.615915,-677.231866,-1.732051,deny
-28.795345,237.507467,27.929319,204.381995,207.846097,0.649519,-31.176915,206.114046,deny
-258.508583,127.011286,55.997203,67.116969,67.982994,6.495191,-266.735824,64.08588,deny
17.320508,57.590689,55.858639,-3.611326,-3.316877,17.320508,-1.732051,0,deny
7.794229,433.584279,57.729253,372.105135,370.944661,6.062178,0,374.122974,deny
4.330127,322.16145,45.033321,275.612585,276.911623,2.598076,-1.732051,271.931977,deny
5.196152,270.33849,62.492393,203.51597,208.712122,8.660254,-3.464102,206.114046,deny
0.866025,333.558345,54.698165,277.058847,277.197411,2.598076,-1.732051,278.86018,deny
0.069282,55.200459,51.736358,-3.533384,-1.662769,0.069282,-1.732051,0,deny
22.083648,371.524898,58.023702,309.604082,310.470107,20.351597,0,308.305044,deny
-5.992896,172.269773,31.973658,133.800925,139.863103,0.935307,-8.660254,133.367912,deny
4.330127,489.87593,55.131177,438.06163,436.624028,-0.866025,-1.732051,438.208854,deny
3.533384,301.151674,89.841475,201.783919,206.980072,1.801333,-3.464102,209.578148,deny
-247.969054,898.943029,93.539404,795.877346,811.465803,10.106516,-261.539672,803.671575,deny
20.498821,68.701795,70.433846,-2.598076,-2.598076,23.962923,-6.928203,-1.732051,deny
-199.471631,507.638111,90.213866,411.362067,414.826168,3.178313,-204.381995,412.228092,deny
-25.980762,496.232556,52.82755,441.672956,446.869108,3.464102,-31.176915,445.137058,deny
-418.29027,519.320794,70.719634,449.969479,450.696941,4.330127,-427.816549,448.601159,deny
-406.962658,492.976301,75.552056,411.076278,415.111957,3.533384,-412.228092,413.960143,deny
18.472322,296.605041,73.170486,225.019381,221.849728,18.472322,-6.928203,200.917894,deny
14.289419,221.130927,46.193795,169.671697,169.810261,12.557368,-3.464102,169.740979,deny
-63.722149,50.45464,48.722589,-3.464102,-3.464102,15.952188,-88.334591,-1.732051,deny
3.897114,38.676695,36.944644,-1.732051,-1.732051,2.165064,0,-1.732051,deny
-628.232148,520.983562,36.009336,482.739881,482.012419,0.502295,-633.930596,484.974226,deny
-928.379233,353.043916,48.202974,301.376841,310.037095,0,-931.843334,308.305044,deny
3.966396,279.501039,37.013926,238.442774,239.603248,5.698447,-5.196152,240.755062,deny
-5.629165,480.072522,62.648278,412.946893,414.973393,-0.433013,-6.928203,419.156295,deny
9.162549,770.537443,75.985069,683.294044,697.15045,5.698447,-1.732051,691.088272,deny
17.467732,502.580523,52.247313,449.900197,452.498273,17.467732,-1.732051,452.065261,deny
-679.396929,388.706842,40.56463,341.214009,348.142212,1.299038,-682.428018,339.481958,deny
23.382686,413.52713,63.652867,339.481958,348.142212,21.650635,-3.464102,342.94606,deny
-1296.950984,519.831749,33.125472,481.440842,481.579407,2.087121,-1300.770156,484.974226,deny
9.309773,66.46745,66.46745,-12.62665,12.62665,5.845671,0,-1.732051,deny
